No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date,day_of_week,is_weekend
15185,2014,11,23,16,137.0,202.0,34.0,137.0,2500.0,2.0,5.7,1019.4,-0.4,0.0,ESE,1.0,Aotizhongxin,2014-11-23 16:00:00,Sunday,True
15186,2014,11,23,17,150.0,280.0,27.0,140.0,3000.0,2.0,4.0,1019.8,-0.6,0.0,S,1.4,Aotizhongxin,2014-11-23 17:00:00,Sunday,True
15187,2014,11,23,18,151.0,269.0,20.0,148.0,3100.0,2.0,3.9,1020.5,1.1,0.0,SSE,0.9,Aotizhongxin,2014-11-23 18:00:00,Sunday,True
15188,2014,11,23,19,156.0,238.0,17.0,146.0,3100.0,2.0,3.5,1021.3,2.2,0.0,SSW,0.5,Aotizhongxin,2014-11-23 19:00:00,Sunday,True
15189,2014,11,23,20,170.0,238.0,16.0,142.0,3000.0,2.0,1.9,1022.1,0.9,0.0,W,1.7,Aotizhongxin,2014-11-23 20:00:00,Sunday,True
15190,2014,11,23,21,158.0,207.0,13.0,129.0,2600.0,2.0,1.0,1022.5,-0.2,0.0,WNW,0.9,Aotizhongxin,2014-11-23 21:00:00,Sunday,True
15191,2014,11,23,22,156.0,195.0,11.0,123.0,2700.0,2.0,1.4,1022.8,0.5,0.0,N,0.8,Aotizhongxin,2014-11-23 22:00:00,Sunday,True
15192,2014,11,23,23,161.0,196.0,9.0,119.0,3200.0,2.0,0.7,1023.1,-0.2,0.0,ESE,1.0,Aotizhongxin,2014-11-23 23:00:00,Sunday,True
15193,2014,11,24,0,191.0,235.0,12.0,124.0,3800.0,2.0,0.7,1027.0,0.3,0.0,E,0.0,Aotizhongxin,2014-11-24 00:00:00,Monday,False
15194,2014,11,24,1,240.0,311.0,17.0,128.0,4800.0,2.0,-0.1,1030.0,-0.2,0.0,E,1.1,Aotizhongxin,2014-11-24 01:00:00,Monday,False
15195,2014,11,24,2,233.0,281.0,15.0,115.0,4700.0,2.0,-1.0,1029.0,-1.0,0.0,NNE,0.0,Aotizhongxin,2014-11-24 02:00:00,Monday,False
15196,2014,11,24,3,207.0,246.0,10.0,107.0,4200.0,2.0,0.1,1024.0,0.1,0.0,NW,0.5,Aotizhongxin,2014-11-24 03:00:00,Monday,False
15197,2014,11,24,4,167.0,195.0,10.0,97.0,3300.0,2.0,-0.9,1024.0,-0.9,0.0,ENE,1.2,Aotizhongxin,2014-11-24 04:00:00,Monday,False
15198,2014,11,24,5,117.0,117.0,8.0,108.0,2100.0,2.0,0.3,1027.0,-3.1,0.0,NE,1.4,Aotizhongxin,2014-11-24 05:00:00,Monday,False
15199,2014,11,24,6,79.0,79.0,8.0,81.0,1500.0,2.0,-1.3,1026.0,-3.8,0.0,ENE,1.0,Aotizhongxin,2014-11-24 06:00:00,Monday,False
15200,2014,11,24,7,47.0,47.0,9.0,70.0,1100.0,2.0,-1.9,1023.6,-8.4,0.0,NE,1.8,Aotizhongxin,2014-11-24 07:00:00,Monday,False
15201,2014,11,24,8,38.0,50.0,10.0,72.0,1200.0,2.0,2.9,1023.9,-4.6,0.0,NE,1.1,Aotizhongxin,2014-11-24 08:00:00,Monday,False
15202,2014,11,24,9,47.0,56.0,10.0,68.0,1300.0,2.0,7.0,1024.2,-6.4,0.0,NNE,1.3,Aotizhongxin,2014-11-24 09:00:00,Monday,False
15203,2014,11,24,10,41.0,53.0,9.0,59.0,1000.0,10.0,8.7,1024.5,-7.9,0.0,NE,3.0,Aotizhongxin,2014-11-24 10:00:00,Monday,False
15204,2014,11,24,11,36.0,51.0,8.0,60.0,900.0,15.0,8.7,1025.0,-9.8,0.0,ENE,2.1,Aotizhongxin,2014-11-24 11:00:00,Monday,False
15205,2014,11,24,12,18.0,18.0,4.0,37.0,600.0,34.0,9.6,1024.0,-10.6,0.0,NNE,1.1,Aotizhongxin,2014-11-24 12:00:00,Monday,False
15206,2014,11,24,13,20.0,20.0,6.0,36.0,600.0,36.0,12.2,1022.2,-11.5,0.0,NE,2.1,Aotizhongxin,2014-11-24 13:00:00,Monday,False
15207,2014,11,24,14,18.0,19.0,13.0,39.0,600.0,37.0,12.2,1028.0,-10.1,0.0,WSW,1.2,Aotizhongxin,2014-11-24 14:00:00,Monday,False
15208,2014,11,24,15,20.0,35.0,11.0,50.0,600.0,29.0,11.5,1025.0,-9.0,0.0,SSW,1.3,Aotizhongxin,2014-11-24 15:00:00,Monday,False
15210,2014,11,24,17,34.0,89.0,12.0,88.0,700.0,6.0,8.7,1024.0,-7.9,0.0,SW,1.5,Aotizhongxin,2014-11-24 17:00:00,Monday,False
15211,2014,11,24,18,40.0,93.0,12.0,104.0,800.0,2.0,7.5,1024.0,-5.9,0.0,WSW,2.2,Aotizhongxin,2014-11-24 18:00:00,Monday,False
15212,2014,11,24,19,45.0,85.0,16.0,103.0,1000.0,2.0,6.4,1022.0,-4.7,0.0,WSW,1.5,Aotizhongxin,2014-11-24 19:00:00,Monday,False
15213,2014,11,24,20,58.0,97.0,18.0,106.0,1200.0,2.0,4.3,1022.0,-3.5,0.0,SW,0.8,Aotizhongxin,2014-11-24 20:00:00,Monday,False
15214,2014,11,24,21,66.0,124.0,8.0,110.0,1400.0,2.0,2.9,1027.0,-2.6,0.0,SE,0.0,Aotizhongxin,2014-11-24 21:00:00,Monday,False
15215,2014,11,24,22,75.0,146.0,16.0,110.0,1600.0,2.0,1.7,1025.0,-1.9,0.0,S,0.0,Aotizhongxin,2014-11-24 22:00:00,Monday,False
15216,2014,11,24,23,85.0,139.0,26.0,111.0,1800.0,2.0,0.5,1025.0,-2.4,0.0,SSE,0.4,Aotizhongxin,2014-11-24 23:00:00,Monday,False
15217,2014,11,25,0,73.0,126.0,18.0,94.0,1500.0,2.0,-0.1,1026.0,-2.8,0.0,S,0.4,Aotizhongxin,2014-11-25 00:00:00,Tuesday,False
15218,2014,11,25,1,66.0,94.0,13.0,89.0,1400.0,2.0,-0.7,1022.0,-2.8,0.0,WSW,1.3,Aotizhongxin,2014-11-25 01:00:00,Tuesday,False
15219,2014,11,25,2,66.0,91.0,11.0,74.0,1500.0,2.0,-0.4,1024.0,-1.4,0.0,NNE,0.5,Aotizhongxin,2014-11-25 02:00:00,Tuesday,False
15220,2014,11,25,3,66.0,88.0,7.0,67.0,1300.0,2.0,0.3,1025.0,-3.1,0.0,ENE,1.5,Aotizhongxin,2014-11-25 03:00:00,Tuesday,False
15221,2014,11,25,4,117.0,181.0,14.0,93.0,2800.0,2.0,0.7,1026.0,-3.6,0.0,E,0.7,Aotizhongxin,2014-11-25 04:00:00,Tuesday,False
15222,2014,11,25,5,136.0,195.0,12.0,91.0,3500.0,2.0,0.4,1028.0,-3.0,0.0,ENE,1.0,Aotizhongxin,2014-11-25 05:00:00,Tuesday,False
15223,2014,11,25,6,125.0,178.0,13.0,88.0,3200.0,2.0,0.1,1022.0,-2.9,0.0,ENE,1.3,Aotizhongxin,2014-11-25 06:00:00,Tuesday,False
15224,2014,11,25,7,129.0,182.0,17.0,96.0,3000.0,2.0,-0.1,1025.0,-3.1,0.0,ENE,1.2,Aotizhongxin,2014-11-25 07:00:00,Tuesday,False
15225,2014,11,25,8,130.0,176.0,25.0,90.0,3100.0,2.0,0.5,1024.0,-2.4,0.0,ENE,1.2,Aotizhongxin,2014-11-25 08:00:00,Tuesday,False
15226,2014,11,25,9,130.0,213.0,41.0,103.0,3700.0,2.0,2.3,1021.0,-2.0,0.0,ENE,1.4,Aotizhongxin,2014-11-25 09:00:00,Tuesday,False
15227,2014,11,25,10,115.0,198.0,53.0,103.0,2900.0,2.0,3.5,1020.0,-2.3,0.0,ENE,1.0,Aotizhongxin,2014-11-25 10:00:00,Tuesday,False
15228,2014,11,25,11,107.0,163.0,55.0,92.0,2000.0,2.0,4.8,1025.0,-0.6,0.0,ENE,0.9,Aotizhongxin,2014-11-25 11:00:00,Tuesday,False
15229,2014,11,25,12,123.0,163.0,50.0,105.0,2100.0,2.0,6.0,1022.0,-0.1,0.0,NW,0.5,Aotizhongxin,2014-11-25 12:00:00,Tuesday,False
15230,2014,11,25,13,143.0,190.0,49.0,127.0,2500.0,2.0,7.3,1024.0,0.0,0.0,N,0.8,Aotizhongxin,2014-11-25 13:00:00,Tuesday,False
15231,2014,11,25,14,170.0,228.0,48.0,137.0,2400.0,2.0,8.4,1025.0,0.1,0.0,E,0.8,Aotizhongxin,2014-11-25 14:00:00,Tuesday,False
15232,2014,11,25,15,189.0,246.0,50.0,128.0,2100.0,15.0,8.5,1024.0,-0.8,0.0,SW,1.9,Aotizhongxin,2014-11-25 15:00:00,Tuesday,False
15233,2014,11,25,16,191.0,239.0,58.0,111.0,2400.0,27.0,7.5,1024.0,0.7,0.0,SSW,1.5,Aotizhongxin,2014-11-25 16:00:00,Tuesday,False
15234,2014,11,25,17,183.0,224.0,42.0,100.0,2100.0,25.0,6.1,1021.0,1.0,0.0,SSW,1.0,Aotizhongxin,2014-11-25 17:00:00,Tuesday,False
15235,2014,11,25,18,161.0,192.0,29.0,99.0,1700.0,16.0,5.4,1023.0,0.9,0.0,W,0.8,Aotizhongxin,2014-11-25 18:00:00,Tuesday,False
15236,2014,11,25,19,221.0,258.0,29.0,123.0,2200.0,2.0,4.8,1023.0,0.7,0.0,WNW,1.1,Aotizhongxin,2014-11-25 19:00:00,Tuesday,False
15237,2014,11,25,20,240.0,274.0,29.0,130.0,2400.0,2.0,2.9,1023.0,0.6,0.0,NNE,0.0,Aotizhongxin,2014-11-25 20:00:00,Tuesday,False
15238,2014,11,25,21,246.0,280.0,27.0,130.0,2500.0,2.0,2.5,1021.0,0.7,0.0,NE,1.2,Aotizhongxin,2014-11-25 21:00:00,Tuesday,False
15239,2014,11,25,22,270.0,303.0,30.0,134.0,2800.0,2.0,1.8,1021.0,0.0,0.0,ENE,0.9,Aotizhongxin,2014-11-25 22:00:00,Tuesday,False
15240,2014,11,25,23,270.0,295.0,25.0,125.0,2800.0,2.0,1.5,1019.0,-0.1,0.0,E,1.1,Aotizhongxin,2014-11-25 23:00:00,Tuesday,False
15241,2014,11,26,0,263.0,305.0,27.0,141.0,4100.0,2.0,1.6,1019.0,-0.3,0.0,E,0.0,Aotizhongxin,2014-11-26 00:00:00,Wednesday,False
15242,2014,11,26,1,248.0,310.0,40.0,158.0,4800.0,2.0,1.7,1025.0,-0.2,0.0,E,1.1,Aotizhongxin,2014-11-26 01:00:00,Wednesday,False
15243,2014,11,26,2,223.0,279.0,34.0,146.0,4300.0,2.0,1.4,1019.0,-0.4,0.0,E,1.2,Aotizhongxin,2014-11-26 02:00:00,Wednesday,False
15244,2014,11,26,3,239.0,296.0,27.0,129.0,4700.0,2.0,1.4,1021.0,-0.2,0.0,ENE,1.4,Aotizhongxin,2014-11-26 03:00:00,Wednesday,False
15245,2014,11,26,4,225.0,267.0,18.0,115.0,4200.0,2.0,1.1,1024.0,-0.2,0.0,NE,0.9,Aotizhongxin,2014-11-26 04:00:00,Wednesday,False
15246,2014,11,26,5,209.0,245.0,17.0,113.0,3900.0,2.0,1.2,1025.0,0.0,0.0,ENE,1.2,Aotizhongxin,2014-11-26 05:00:00,Wednesday,False
15247,2014,11,26,6,191.0,226.0,19.0,117.0,3700.0,2.0,1.3,1021.0,0.3,0.0,ENE,1.2,Aotizhongxin,2014-11-26 06:00:00,Wednesday,False
15248,2014,11,26,7,175.0,204.0,23.0,110.0,3500.0,2.0,1.1,1022.0,0.1,0.0,E,0.9,Aotizhongxin,2014-11-26 07:00:00,Wednesday,False
15249,2014,11,26,8,179.0,252.0,22.0,108.0,3900.0,2.0,2.0,1020.0,0.8,0.0,ENE,1.2,Aotizhongxin,2014-11-26 08:00:00,Wednesday,False
15250,2014,11,26,9,176.0,246.0,32.0,111.0,3500.0,2.0,3.5,1024.0,1.0,0.0,ENE,1.2,Aotizhongxin,2014-11-26 09:00:00,Wednesday,False
15251,2014,11,26,10,189.0,246.0,53.0,122.0,3600.0,2.0,4.8,1018.0,1.5,0.0,ENE,1.0,Aotizhongxin,2014-11-26 10:00:00,Wednesday,False
15252,2014,11,26,11,184.0,229.0,70.0,127.0,3000.0,2.0,6.0,1021.0,1.5,0.0,E,1.5,Aotizhongxin,2014-11-26 11:00:00,Wednesday,False
15253,2014,11,26,12,196.0,242.0,76.0,132.0,2700.0,2.0,7.2,1020.0,1.7,0.0,E,1.4,Aotizhongxin,2014-11-26 12:00:00,Wednesday,False
15254,2014,11,26,13,231.0,290.0,72.0,152.0,3100.0,2.0,8.4,1018.0,1.8,0.0,ENE,1.1,Aotizhongxin,2014-11-26 13:00:00,Wednesday,False
15255,2014,11,26,14,250.0,307.0,67.0,155.0,2900.0,2.0,8.9,1018.0,2.0,0.0,WNW,1.3,Aotizhongxin,2014-11-26 14:00:00,Wednesday,False
15256,2014,11,26,15,244.0,290.0,66.0,163.0,3000.0,2.0,9.3,1022.0,1.9,0.0,WNW,1.0,Aotizhongxin,2014-11-26 15:00:00,Wednesday,False
15257,2014,11,26,16,252.0,312.0,61.0,170.0,3100.0,2.0,8.9,1022.0,2.2,0.0,E,1.0,Aotizhongxin,2014-11-26 16:00:00,Wednesday,False
15258,2014,11,26,17,303.0,371.0,51.0,189.0,3700.0,2.0,8.1,1022.0,2.1,0.0,E,1.2,Aotizhongxin,2014-11-26 17:00:00,Wednesday,False
15259,2014,11,26,18,324.0,401.0,44.0,191.0,3700.0,2.0,7.4,1025.0,2.1,0.0,ENE,0.6,Aotizhongxin,2014-11-26 18:00:00,Wednesday,False
15260,2014,11,26,19,323.0,397.0,37.0,179.0,3800.0,2.0,6.3,1019.0,2.4,0.0,ENE,0.0,Aotizhongxin,2014-11-26 19:00:00,Wednesday,False
15261,2014,11,26,20,337.0,414.0,33.0,177.0,4100.0,2.0,4.4,1024.0,2.1,0.0,E,0.0,Aotizhongxin,2014-11-26 20:00:00,Wednesday,False
15262,2014,11,26,21,347.0,419.0,27.0,169.0,4700.0,2.0,3.0,1020.0,1.8,0.0,WNW,0.5,Aotizhongxin,2014-11-26 21:00:00,Wednesday,False
15263,2014,11,26,22,365.0,442.0,25.0,160.0,5200.0,2.0,3.0,1019.0,2.4,0.0,NE,0.9,Aotizhongxin,2014-11-26 22:00:00,Wednesday,False
15264,2014,11,26,23,390.0,486.0,25.0,161.0,5100.0,2.0,4.5,1024.0,2.2,0.0,NE,1.7,Aotizhongxin,2014-11-26 23:00:00,Wednesday,False
15265,2014,11,27,0,398.0,477.0,25.0,157.0,4700.0,2.0,4.1,1022.0,2.1,0.0,ENE,1.5,Aotizhongxin,2014-11-27 00:00:00,Thursday,False
15266,2014,11,27,1,408.0,485.0,27.0,159.0,5500.0,2.0,3.7,1019.0,2.4,0.0,NNE,0.9,Aotizhongxin,2014-11-27 01:00:00,Thursday,False
15267,2014,11,27,2,388.0,462.0,18.0,129.0,5300.0,2.0,3.8,1020.0,2.5,0.0,ENE,1.3,Aotizhongxin,2014-11-27 02:00:00,Thursday,False
15268,2014,11,27,3,290.0,298.0,20.0,97.0,2700.0,2.0,4.4,1022.0,2.3,0.0,NE,0.9,Aotizhongxin,2014-11-27 03:00:00,Thursday,False
15269,2014,11,27,4,103.0,103.0,18.0,70.0,1200.0,2.0,4.5,1022.0,1.5,0.0,NE,1.5,Aotizhongxin,2014-11-27 04:00:00,Thursday,False
15270,2014,11,27,5,67.0,78.0,9.0,59.0,1100.0,5.0,5.4,1018.0,-5.3,0.0,ENE,3.0,Aotizhongxin,2014-11-27 05:00:00,Thursday,False
15271,2014,11,27,6,37.0,37.0,7.0,47.0,800.0,20.0,5.8,1018.0,-8.5,0.0,ENE,2.1,Aotizhongxin,2014-11-27 06:00:00,Thursday,False
15272,2014,11,27,7,13.0,32.0,3.0,31.0,500.0,33.0,5.5,1020.0,-10.7,0.0,ENE,2.1,Aotizhongxin,2014-11-27 07:00:00,Thursday,False
15273,2014,11,27,8,12.0,29.0,3.0,40.0,500.0,26.0,5.5,1020.0,-12.5,0.0,NE,2.2,Aotizhongxin,2014-11-27 08:00:00,Thursday,False
15274,2014,11,27,9,15.0,46.0,2.0,40.0,600.0,27.0,5.9,1022.0,-11.7,0.0,ENE,1.7,Aotizhongxin,2014-11-27 09:00:00,Thursday,False
15275,2014,11,27,10,13.0,40.0,4.0,45.0,600.0,23.0,6.2,1020.0,-12.9,0.0,ENE,1.9,Aotizhongxin,2014-11-27 10:00:00,Thursday,False
15276,2014,11,27,11,10.0,27.0,2.0,36.0,500.0,33.0,6.1,1021.0,-15.2,0.0,NE,2.2,Aotizhongxin,2014-11-27 11:00:00,Thursday,False
15277,2014,11,27,12,14.0,36.0,2.0,30.0,500.0,39.0,6.1,1018.0,-15.9,0.0,NE,3.2,Aotizhongxin,2014-11-27 12:00:00,Thursday,False
15278,2014,11,27,13,14.0,29.0,2.0,30.0,500.0,40.0,6.9,1020.3,-16.5,0.0,NNE,2.5,Aotizhongxin,2014-11-27 13:00:00,Thursday,False
15279,2014,11,27,14,12.0,27.0,4.0,34.0,500.0,33.0,6.9,1018.0,-13.4,0.0,NE,0.9,Aotizhongxin,2014-11-27 14:00:00,Thursday,False
15280,2014,11,27,15,14.0,33.0,5.0,43.0,500.0,25.0,6.9,1020.0,-12.9,0.0,NE,1.2,Aotizhongxin,2014-11-27 15:00:00,Thursday,False
15281,2014,11,27,16,16.0,33.0,3.0,47.0,500.0,22.0,6.6,1022.0,-12.1,0.0,NE,1.4,Aotizhongxin,2014-11-27 16:00:00,Thursday,False
15282,2014,11,27,17,18.0,36.0,4.0,49.0,500.0,21.0,6.2,1018.0,-11.9,0.0,NE,0.9,Aotizhongxin,2014-11-27 17:00:00,Thursday,False
15283,2014,11,27,18,16.0,43.0,5.0,60.0,600.0,11.0,5.9,1017.0,-12.7,0.0,NE,1.2,Aotizhongxin,2014-11-27 18:00:00,Thursday,False
15284,2014,11,27,19,28.0,59.0,13.0,72.0,800.0,2.0,5.4,1020.0,-11.7,0.0,NE,1.2,Aotizhongxin,2014-11-27 19:00:00,Thursday,False
15285,2014,11,27,20,28.0,62.0,18.0,77.0,800.0,2.0,5.4,1020.0,-12.1,0.0,ENE,0.0,Aotizhongxin,2014-11-27 20:00:00,Thursday,False
15286,2014,11,27,21,32.0,73.0,14.0,74.0,800.0,2.0,5.2,1018.0,-8.7,0.0,NNW,0.0,Aotizhongxin,2014-11-27 21:00:00,Thursday,False
15287,2014,11,27,22,33.0,79.0,9.0,76.0,800.0,2.0,4.2,1020.0,-6.1,0.0,SSW,0.0,Aotizhongxin,2014-11-27 22:00:00,Thursday,False
15288,2014,11,27,23,32.0,69.0,10.0,76.0,800.0,2.0,3.7,1019.0,-7.2,0.0,SSE,0.0,Aotizhongxin,2014-11-27 23:00:00,Thursday,False
15289,2014,11,28,0,34.0,65.0,11.0,62.0,700.0,9.0,4.4,1018.0,-3.6,0.0,W,0.8,Aotizhongxin,2014-11-28 00:00:00,Friday,False
15290,2014,11,28,1,35.0,50.0,15.0,85.0,1100.0,2.0,3.2,1021.0,-3.8,0.0,NE,0.0,Aotizhongxin,2014-11-28 01:00:00,Friday,False
15291,2014,11,28,2,40.0,79.0,15.0,88.0,1300.0,2.0,2.5,1017.0,-4.1,0.0,ENE,0.0,Aotizhongxin,2014-11-28 02:00:00,Friday,False
15292,2014,11,28,3,40.0,86.0,16.0,89.0,1600.0,2.0,2.0,1020.0,-5.2,0.0,ESE,0.0,Aotizhongxin,2014-11-28 03:00:00,Friday,False
15293,2014,11,28,4,57.0,92.0,27.0,88.0,1800.0,2.0,1.2,1020.0,-4.3,0.0,E,0.0,Aotizhongxin,2014-11-28 04:00:00,Friday,False
15294,2014,11,28,5,69.0,122.0,34.0,92.0,2300.0,2.0,1.3,1020.0,-3.4,0.0,NE,0.0,Aotizhongxin,2014-11-28 05:00:00,Friday,False
15295,2014,11,28,6,86.0,157.0,35.0,97.0,2800.0,2.0,-0.1,1020.0,-4.4,0.0,S,0.0,Aotizhongxin,2014-11-28 06:00:00,Friday,False
15296,2014,11,28,7,84.0,147.0,25.0,92.0,2600.0,2.0,-1.0,1020.0,-3.5,0.0,WSW,0.0,Aotizhongxin,2014-11-28 07:00:00,Friday,False
15297,2014,11,28,8,85.0,176.0,20.0,90.0,2800.0,2.0,-1.0,1017.0,-3.7,0.0,NNE,0.0,Aotizhongxin,2014-11-28 08:00:00,Friday,False
15298,2014,11,28,9,85.0,193.0,28.0,93.0,2700.0,2.0,1.5,1021.0,-3.4,0.0,WNW,0.9,Aotizhongxin,2014-11-28 09:00:00,Friday,False
15299,2014,11,28,10,67.0,155.0,31.0,77.0,1700.0,2.0,6.3,1015.0,-3.9,0.0,SSW,1.0,Aotizhongxin,2014-11-28 10:00:00,Friday,False
15300,2014,11,28,11,67.0,132.0,31.0,88.0,1800.0,2.0,7.6,1019.0,-3.3,0.0,S,1.2,Aotizhongxin,2014-11-28 11:00:00,Friday,False
15301,2014,11,28,12,66.0,138.0,27.0,91.0,1600.0,3.0,8.2,1018.0,-3.0,0.0,W,1.5,Aotizhongxin,2014-11-28 12:00:00,Friday,False
15302,2014,11,28,13,68.0,136.0,23.0,82.0,1300.0,18.0,9.8,1015.0,-2.2,0.0,SSW,1.3,Aotizhongxin,2014-11-28 13:00:00,Friday,False
15303,2014,11,28,14,76.0,135.0,22.0,83.0,1200.0,23.0,10.2,1020.0,-2.2,0.0,S,1.8,Aotizhongxin,2014-11-28 14:00:00,Friday,False
15304,2014,11,28,15,82.0,168.0,20.0,81.0,1200.0,24.0,10.1,1017.0,-1.3,0.0,SW,1.7,Aotizhongxin,2014-11-28 15:00:00,Friday,False
15305,2014,11,28,16,76.0,178.0,19.0,69.0,1000.0,29.0,8.8,1021.0,-1.6,0.0,WSW,2.6,Aotizhongxin,2014-11-28 16:00:00,Friday,False
15306,2014,11,28,17,76.0,155.0,21.0,84.0,1100.0,15.0,7.7,1018.0,-1.5,0.0,SW,1.9,Aotizhongxin,2014-11-28 17:00:00,Friday,False
15307,2014,11,28,18,89.0,187.0,17.0,94.0,1200.0,4.0,7.0,1021.0,-1.2,0.0,SW,3.3,Aotizhongxin,2014-11-28 18:00:00,Friday,False
15308,2014,11,28,19,111.0,190.0,18.0,98.0,1400.0,2.0,6.0,1021.0,-1.0,0.0,WSW,2.3,Aotizhongxin,2014-11-28 19:00:00,Friday,False
15309,2014,11,28,20,141.0,224.0,20.0,102.0,1600.0,2.0,5.3,1021.0,-0.3,0.0,WSW,1.7,Aotizhongxin,2014-11-28 20:00:00,Friday,False
15310,2014,11,28,21,163.0,236.0,19.0,105.0,1900.0,2.0,4.5,1022.0,0.1,0.0,WSW,2.2,Aotizhongxin,2014-11-28 21:00:00,Friday,False
15311,2014,11,28,22,183.0,261.0,21.0,104.0,2000.0,2.0,4.2,1020.0,0.7,0.0,WSW,1.8,Aotizhongxin,2014-11-28 22:00:00,Friday,False
15312,2014,11,28,23,187.0,248.0,23.0,95.0,2200.0,2.0,1.8,1020.0,0.5,0.0,WNW,0.9,Aotizhongxin,2014-11-28 23:00:00,Friday,False
15313,2014,11,29,0,187.0,231.0,17.0,90.0,2300.0,2.0,0.1,1022.0,-0.3,0.0,WNW,0.6,Aotizhongxin,2014-11-29 00:00:00,Saturday,True
15314,2014,11,29,1,200.0,252.0,16.0,92.0,2500.0,2.0,-0.2,1018.0,-0.2,0.0,ESE,0.1,Aotizhongxin,2014-11-29 01:00:00,Saturday,True
15315,2014,11,29,2,215.0,267.0,14.0,80.0,2800.0,2.0,-0.8,1024.0,-0.8,0.0,ENE,0.0,Aotizhongxin,2014-11-29 02:00:00,Saturday,True
15316,2014,11,29,3,192.0,230.0,11.0,85.0,2600.0,2.0,-0.9,1022.0,-0.9,0.0,ENE,1.1,Aotizhongxin,2014-11-29 03:00:00,Saturday,True
15317,2014,11,29,4,182.0,253.0,14.0,109.0,3300.0,2.0,-0.7,1023.0,-1.0,0.0,ENE,1.1,Aotizhongxin,2014-11-29 04:00:00,Saturday,True
15318,2014,11,29,5,192.0,280.0,19.0,113.0,4700.0,2.0,0.2,1022.0,-1.2,0.0,NNE,1.1,Aotizhongxin,2014-11-29 05:00:00,Saturday,True
15319,2014,11,29,6,229.0,315.0,20.0,116.0,4800.0,2.0,0.5,1026.0,-1.3,0.0,ENE,1.2,Aotizhongxin,2014-11-29 06:00:00,Saturday,True
15320,2014,11,29,7,241.0,312.0,20.0,114.0,4800.0,2.0,0.7,1026.0,-0.9,0.0,ENE,1.1,Aotizhongxin,2014-11-29 07:00:00,Saturday,True
15321,2014,11,29,8,234.0,307.0,25.0,108.0,4400.0,2.0,1.8,1021.0,-0.5,0.0,NW,0.9,Aotizhongxin,2014-11-29 08:00:00,Saturday,True
15322,2014,11,29,9,232.0,302.0,32.0,109.0,4200.0,2.0,2.6,1024.0,0.0,0.0,NE,1.0,Aotizhongxin,2014-11-29 09:00:00,Saturday,True
15323,2014,11,29,10,232.0,311.0,33.0,112.0,3900.0,2.0,3.1,1025.0,0.2,0.0,NE,1.5,Aotizhongxin,2014-11-29 10:00:00,Saturday,True
15324,2014,11,29,11,227.0,312.0,32.0,110.0,3600.0,2.0,3.5,1025.0,0.4,0.0,ENE,1.3,Aotizhongxin,2014-11-29 11:00:00,Saturday,True
15325,2014,11,29,12,239.0,325.0,32.0,114.0,3500.0,2.0,3.9,1021.0,1.1,0.0,NE,1.6,Aotizhongxin,2014-11-29 12:00:00,Saturday,True
15326,2014,11,29,13,267.0,361.0,31.0,118.0,3600.0,2.0,4.1,1024.0,1.3,0.0,NE,1.6,Aotizhongxin,2014-11-29 13:00:00,Saturday,True
15327,2014,11,29,14,277.0,373.0,26.0,117.0,3400.0,2.0,4.1,1019.0,1.5,0.0,NE,1.4,Aotizhongxin,2014-11-29 14:00:00,Saturday,True
15328,2014,11,29,15,285.0,386.0,22.0,117.0,3500.0,2.0,4.0,1022.0,1.4,0.0,NE,1.2,Aotizhongxin,2014-11-29 15:00:00,Saturday,True
15329,2014,11,29,16,287.0,438.0,26.0,124.0,3400.0,2.0,4.0,1023.0,1.2,0.0,NNE,1.5,Aotizhongxin,2014-11-29 16:00:00,Saturday,True
15330,2014,11,29,17,321.0,633.0,24.0,132.0,3700.0,2.0,2.8,1025.0,2.2,0.6,NE,1.7,Aotizhongxin,2014-11-29 17:00:00,Saturday,True
15331,2014,11,29,18,277.0,378.0,22.0,120.0,3500.0,2.0,3.0,1023.0,2.4,0.1,NE,1.3,Aotizhongxin,2014-11-29 18:00:00,Saturday,True
15332,2014,11,29,19,280.0,366.0,23.0,117.0,3500.0,2.0,3.3,1024.0,2.3,0.0,NE,1.0,Aotizhongxin,2014-11-29 19:00:00,Saturday,True
15333,2014,11,29,20,271.0,345.0,23.0,117.0,3600.0,2.0,3.5,1021.0,2.3,0.0,NNE,0.6,Aotizhongxin,2014-11-29 20:00:00,Saturday,True
15334,2014,11,29,21,266.0,339.0,23.0,116.0,3700.0,2.0,3.8,1020.0,2.6,0.0,NE,1.7,Aotizhongxin,2014-11-29 21:00:00,Saturday,True
15335,2014,11,29,22,277.0,364.0,23.0,107.0,3600.0,2.0,3.9,1019.0,2.6,0.0,ENE,1.1,Aotizhongxin,2014-11-29 22:00:00,Saturday,True
15336,2014,11,29,23,261.0,307.0,24.0,106.0,3400.0,2.0,4.0,1023.0,2.5,0.0,SE,0.5,Aotizhongxin,2014-11-29 23:00:00,Saturday,True
15337,2014,11,30,0,227.0,242.0,24.0,105.0,3000.0,2.0,3.7,1023.0,2.4,0.0,E,0.1,Aotizhongxin,2014-11-30 00:00:00,Sunday,True
15338,2014,11,30,1,209.0,209.0,23.0,102.0,2800.0,2.0,3.4,1022.0,1.8,0.0,NNE,1.1,Aotizhongxin,2014-11-30 01:00:00,Sunday,True
